LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
TUR,TERMTRADE,TOT,RT,A,2013,98.149880884681,NA
TUR,TERMTRADE,TOT,RT,A,2014,97.9862519308553,NA
TUR,TERMTRADE,TOT,RT,A,2015,100,NA
TUR,TERMTRADE,TOT,RT,A,2016,103.764039613391,NA
TUR,TERMTRADE,TOT,RT,A,2017,97.847086595585,NA
TUR,TERMTRADE,TOT,RT,A,2018,95.5336469861491,NA
TUR,TERMTRADE,TOT,RT,A,2019,94.6351841304499,NA
TUR,TERMTRADE,TOT,RT,A,2020,97.114915577603,NA
GBR,TERMTRADE,TOT,RT,A,1970,87.4250829654701,E
GBR,TERMTRADE,TOT,RT,A,1971,88.3367814314156,E
GBR,TERMTRADE,TOT,RT,A,1972,89.6714376627106,E
GBR,TERMTRADE,TOT,RT,A,1973,80.8562836791863,E
GBR,TERMTRADE,TOT,RT,A,1974,71.1715660751544,E
GBR,TERMTRADE,TOT,RT,A,1975,75.7793223218877,E
GBR,TERMTRADE,TOT,RT,A,1976,74.9410956302036,E
GBR,TERMTRADE,TOT,RT,A,1977,76.1335156829137,E
GBR,TERMTRADE,TOT,RT,A,1978,79.4402029355638,E
GBR,TERMTRADE,TOT,RT,A,1979,81.0786796905433,E
GBR,TERMTRADE,TOT,RT,A,1980,84.3334242108853,E
GBR,TERMTRADE,TOT,RT,A,1981,84.903207505065,E
GBR,TERMTRADE,TOT,RT,A,1982,84.8292155955612,E
GBR,TERMTRADE,TOT,RT,A,1983,85.2198951440726,E
GBR,TERMTRADE,TOT,RT,A,1984,84.2638762213873,E
GBR,TERMTRADE,TOT,RT,A,1985,85.1665938122836,E
GBR,TERMTRADE,TOT,RT,A,1986,81.9322019415351,E
GBR,TERMTRADE,TOT,RT,A,1987,82.3576283467306,E
GBR,TERMTRADE,TOT,RT,A,1988,83.4397192761308,E
GBR,TERMTRADE,TOT,RT,A,1989,84.7004924209851,E
GBR,TERMTRADE,TOT,RT,A,1990,87.0975489622146,E
GBR,TERMTRADE,TOT,RT,A,1991,88.3304767934345,E
GBR,TERMTRADE,TOT,RT,A,1992,88.9497439014452,E
GBR,TERMTRADE,TOT,RT,A,1993,89.3593972912666,E
GBR,TERMTRADE,TOT,RT,A,1994,87.8668825946892,E
GBR,TERMTRADE,TOT,RT,A,1995,85.7376930420092,NA
GBR,TERMTRADE,TOT,RT,A,1996,87.0662540738161,NA
GBR,TERMTRADE,TOT,RT,A,1997,85.4147219740466,NA
GBR,TERMTRADE,TOT,RT,A,1998,86.8840839489783,NA
GBR,TERMTRADE,TOT,RT,A,1999,88.7323056060767,NA
GBR,TERMTRADE,TOT,RT,A,2000,88.3014744149909,NA
GBR,TERMTRADE,TOT,RT,A,2001,89.7381138623097,NA
GBR,TERMTRADE,TOT,RT,A,2002,91.5046235481212,NA
GBR,TERMTRADE,TOT,RT,A,2003,93.2819457473817,NA
GBR,TERMTRADE,TOT,RT,A,2004,93.7688850704288,NA
GBR,TERMTRADE,TOT,RT,A,2005,94.5211336955311,NA
GBR,TERMTRADE,TOT,RT,A,2006,94.3579533792075,NA
GBR,TERMTRADE,TOT,RT,A,2007,93.3806024704287,NA
GBR,TERMTRADE,TOT,RT,A,2008,91.476414616618,NA
GBR,TERMTRADE,TOT,RT,A,2009,94.321302557367,NA
GBR,TERMTRADE,TOT,RT,A,2010,95.349689048836,NA
GBR,TERMTRADE,TOT,RT,A,2011,93.9480235381593,NA
GBR,TERMTRADE,TOT,RT,A,2012,94.5091251233602,NA
GBR,TERMTRADE,TOT,RT,A,2013,96.3531032889885,NA
GBR,TERMTRADE,TOT,RT,A,2014,98.2840575246434,NA
GBR,TERMTRADE,TOT,RT,A,2015,100,NA
GBR,TERMTRADE,TOT,RT,A,2016,100.07679401179,NA
GBR,TERMTRADE,TOT,RT,A,2017,98.9855178772324,NA
GBR,TERMTRADE,TOT,RT,A,2018,99.2115711786774,NA
GBR,TERMTRADE,TOT,RT,A,2019,100.051581104402,NA
GBR,TERMTRADE,TOT,RT,A,2020,101.107834237504,NA
USA,TERMTRADE,TOT,RT,A,1970,141.353209280087,NA
USA,TERMTRADE,TOT,RT,A,1971,138.042540564358,NA
USA,TERMTRADE,TOT,RT,A,1972,134.655368077644,NA
USA,TERMTRADE,TOT,RT,A,1973,129.834294384164,NA
USA,TERMTRADE,TOT,RT,A,1974,111.765419935193,NA
USA,TERMTRADE,TOT,RT,A,1975,113.726242711329,NA
USA,TERMTRADE,TOT,RT,A,1976,114.026116129173,NA
USA,TERMTRADE,TOT,RT,A,1977,109.063851204841,NA
USA,TERMTRADE,TOT,RT,A,1978,108.068253470484,NA
USA,TERMTRADE,TOT,RT,A,1979,103.404802155682,NA
USA,TERMTRADE,TOT,RT,A,1980,91.4249605068727,NA
USA,TERMTRADE,TOT,RT,A,1981,93.1714126014371,NA
USA,TERMTRADE,TOT,RT,A,1982,96.8668400852507,NA
USA,TERMTRADE,TOT,RT,A,1983,101.051057783377,NA
USA,TERMTRADE,TOT,RT,A,1984,102.885115254272,NA
USA,TERMTRADE,TOT,RT,A,1985,103.212790029658,NA
USA,TERMTRADE,TOT,RT,A,1986,101.479592489239,NA
USA,TERMTRADE,TOT,RT,A,1987,97.8216458755132,NA
USA,TERMTRADE,TOT,RT,A,1988,98.1344361713524,NA
USA,TERMTRADE,TOT,RT,A,1989,97.6262780232625,NA
USA,TERMTRADE,TOT,RT,A,1990,95.4401774441575,NA
USA,TERMTRADE,TOT,RT,A,1991,97.314777981892,NA
USA,TERMTRADE,TOT,RT,A,1992,96.7639427261654,NA
USA,TERMTRADE,TOT,RT,A,1993,97.6720147093632,NA
USA,TERMTRADE,TOT,RT,A,1994,97.8872170661447,NA
USA,TERMTRADE,TOT,RT,A,1995,97.4070697946548,NA
USA,TERMTRADE,TOT,RT,A,1996,97.8177584355967,NA
USA,TERMTRADE,TOT,RT,A,1997,99.5536666512809,NA
USA,TERMTRADE,TOT,RT,A,1998,102.728584274148,NA
USA,TERMTRADE,TOT,RT,A,1999,101.348543389092,NA
USA,TERMTRADE,TOT,RT,A,2000,98.968179144393,NA
USA,TERMTRADE,TOT,RT,A,2001,100.799519099995,NA
USA,TERMTRADE,TOT,RT,A,2002,101.134704841948,NA
USA,TERMTRADE,TOT,RT,A,2003,99.7256815849066,NA
USA,TERMTRADE,TOT,RT,A,2004,98.6629020884287,NA
USA,TERMTRADE,TOT,RT,A,2005,96.4061579896951,NA
USA,TERMTRADE,TOT,RT,A,2006,95.7712804155434,NA
USA,TERMTRADE,TOT,RT,A,2007,96.0349434899927,NA
USA,TERMTRADE,TOT,RT,A,2008,91.3580736053481,NA
USA,TERMTRADE,TOT,RT,A,2009,96.6169674916291,NA
USA,TERMTRADE,TOT,RT,A,2010,95.2252849347934,NA
USA,TERMTRADE,TOT,RT,A,2011,94.063259084043,NA
USA,TERMTRADE,TOT,RT,A,2012,94.5175105624339,NA
USA,TERMTRADE,TOT,RT,A,2013,95.9076642255787,NA
USA,TERMTRADE,TOT,RT,A,2014,96.6934530082502,NA
USA,TERMTRADE,TOT,RT,A,2015,100,NA
USA,TERMTRADE,TOT,RT,A,2016,101.465585727286,NA
USA,TERMTRADE,TOT,RT,A,2017,101.846880142439,NA
USA,TERMTRADE,TOT,RT,A,2018,102.387110272703,NA
USA,TERMTRADE,TOT,RT,A,2019,103.52238257245,NA
USA,TERMTRADE,TOT,RT,A,2020,103.223202442304,NA
CHL,TERMTRADE,TOT,RT,A,1986,51.0888507706482,E
CHL,TERMTRADE,TOT,RT,A,1987,56.1209650801298,E
CHL,TERMTRADE,TOT,RT,A,1988,64.3088811345895,E
CHL,TERMTRADE,TOT,RT,A,1989,63.51050976028,E
CHL,TERMTRADE,TOT,RT,A,1990,59.5039249436364,E
CHL,TERMTRADE,TOT,RT,A,1991,59.2466394754575,E
CHL,TERMTRADE,TOT,RT,A,1992,57.3609632545061,E
CHL,TERMTRADE,TOT,RT,A,1993,55.503128232992204,E
CHL,TERMTRADE,TOT,RT,A,1994,62.427200884827,E
CHL,TERMTRADE,TOT,RT,A,1995,71.3979641816805,E
CHL,TERMTRADE,TOT,RT,A,1996,62.1001572437044,NA
CHL,TERMTRADE,TOT,RT,A,1997,62.0199391806595,NA
CHL,TERMTRADE,TOT,RT,A,1998,59.9782021443493,NA
CHL,TERMTRADE,TOT,RT,A,1999,61.9925153410384,NA
CHL,TERMTRADE,TOT,RT,A,2000,63.6692403797456,NA
CHL,TERMTRADE,TOT,RT,A,2001,62.2713417217194,NA
CHL,TERMTRADE,TOT,RT,A,2002,63.0141271735105,NA
CHL,TERMTRADE,TOT,RT,A,2003,67.7868041164244,NA
CHL,TERMTRADE,TOT,RT,A,2004,80.8466686255277,NA
CHL,TERMTRADE,TOT,RT,A,2005,89.4575647043579,NA
CHL,TERMTRADE,TOT,RT,A,2006,111.423017154729,NA
CHL,TERMTRADE,TOT,RT,A,2007,113.826544695398,NA
CHL,TERMTRADE,TOT,RT,A,2008,93.4836409027137,NA
CHL,TERMTRADE,TOT,RT,A,2009,97.8040726512805,NA
CHL,TERMTRADE,TOT,RT,A,2010,114.559513445504,NA
CHL,TERMTRADE,TOT,RT,A,2011,113.82209397428,NA
CHL,TERMTRADE,TOT,RT,A,2012,108.725683413904,NA
CHL,TERMTRADE,TOT,RT,A,2013,105.570826487716,NA
CHL,TERMTRADE,TOT,RT,A,2014,103.081171088575,NA
CHL,TERMTRADE,TOT,RT,A,2015,100,NA
CHL,TERMTRADE,TOT,RT,A,2016,103.353345618592,NA
CHL,TERMTRADE,TOT,RT,A,2017,112.172155822176,NA
CHL,TERMTRADE,TOT,RT,A,2018,109.070420446466,NA
CHL,TERMTRADE,TOT,RT,A,2019,107.316111968775,NA
CHL,TERMTRADE,TOT,RT,A,2020,116.897451688522,NA
EST,TERMTRADE,TOT,RT,A,1993,73.753784825949,E
EST,TERMTRADE,TOT,RT,A,1994,74.1074305714152,E
EST,TERMTRADE,TOT,RT,A,1995,76.2881001553039,NA
EST,TERMTRADE,TOT,RT,A,1996,76.1366869602566,NA
EST,TERMTRADE,TOT,RT,A,1997,80.1860229587173,NA
EST,TERMTRADE,TOT,RT,A,1998,81.2136464898189,NA
EST,TERMTRADE,TOT,RT,A,1999,81.0181550221681,NA
EST,TERMTRADE,TOT,RT,A,2000,83.2052504375,NA
EST,TERMTRADE,TOT,RT,A,2001,86.9387134440474,NA
EST,TERMTRADE,TOT,RT,A,2002,90.4149776653781,NA
EST,TERMTRADE,TOT,RT,A,2003,91.9225178402251,NA
EST,TERMTRADE,TOT,RT,A,2004,92.6171553315037,NA
EST,TERMTRADE,TOT,RT,A,2005,94.3572141508503,NA
EST,TERMTRADE,TOT,RT,A,2006,96.601206348147,NA
EST,TERMTRADE,TOT,RT,A,2007,98.561608435535,NA
EST,TERMTRADE,TOT,RT,A,2008,98.7353547098908,NA
EST,TERMTRADE,TOT,RT,A,2009,99.1179238922126,NA
EST,TERMTRADE,TOT,RT,A,2010,97.1780488317965,NA
EST,TERMTRADE,TOT,RT,A,2011,97.5747699727632,NA
EST,TERMTRADE,TOT,RT,A,2012,97.1091229792818,NA
EST,TERMTRADE,TOT,RT,A,2013,98.0266463962015,NA
EST,TERMTRADE,TOT,RT,A,2014,99.534399863689,NA
EST,TERMTRADE,TOT,RT,A,2015,100,NA
EST,TERMTRADE,TOT,RT,A,2016,101.1745560309,NA
EST,TERMTRADE,TOT,RT,A,2017,101.070131167719,NA
EST,TERMTRADE,TOT,RT,A,2018,100.845067814695,NA
EST,TERMTRADE,TOT,RT,A,2019,100.518903222609,NA
EST,TERMTRADE,TOT,RT,A,2020,101.389418976759,NA
IND,TERMTRADE,TOT,RT,A,1970,109.288609595081,E
IND,TERMTRADE,TOT,RT,A,1971,119.930188381965,E
IND,TERMTRADE,TOT,RT,A,1972,128.837745649201,E
IND,TERMTRADE,TOT,RT,A,1973,108.855032179549,E
IND,TERMTRADE,TOT,RT,A,1974,79.044133813636,E
IND,TERMTRADE,TOT,RT,A,1975,72.7829917095398,E
IND,TERMTRADE,TOT,RT,A,1976,79.6683322293891,E
IND,TERMTRADE,TOT,RT,A,1977,98.0643740072288,E
IND,TERMTRADE,TOT,RT,A,1978,85.6187244594341,E
IND,TERMTRADE,TOT,RT,A,1979,79.2257776716227,E
IND,TERMTRADE,TOT,RT,A,1980,69.1949740275398,E
IND,TERMTRADE,TOT,RT,A,1981,80.0515285078649,E
IND,TERMTRADE,TOT,RT,A,1982,82.8803638053752,E
IND,TERMTRADE,TOT,RT,A,1983,103.222313612722,E
IND,TERMTRADE,TOT,RT,A,1984,90.1674224569089,E
IND,TERMTRADE,TOT,RT,A,1985,92.6150479237064,E
IND,TERMTRADE,TOT,RT,A,1986,110.722466962618,E
IND,TERMTRADE,TOT,RT,A,1987,104.81222801231,E
IND,TERMTRADE,TOT,RT,A,1988,107.367240741035,E
IND,TERMTRADE,TOT,RT,A,1989,104.062750874593,E
IND,TERMTRADE,TOT,RT,A,1990,93.8634904750605,E
IND,TERMTRADE,TOT,RT,A,1991,102.601776001153,E
IND,TERMTRADE,TOT,RT,A,1992,109.240385229334,E
IND,TERMTRADE,TOT,RT,A,1993,124.399096397174,E
IND,TERMTRADE,TOT,RT,A,1994,130.694051920138,E
IND,TERMTRADE,TOT,RT,A,1995,118.449393669355,E
IND,TERMTRADE,TOT,RT,A,1996,108.442779215216,E
IND,TERMTRADE,TOT,RT,A,1997,125.213154366628,E
IND,TERMTRADE,TOT,RT,A,1998,128.815972615369,E
IND,TERMTRADE,TOT,RT,A,1999,115.196101963437,E
IND,TERMTRADE,TOT,RT,A,2000,111.234292753699,E
IND,TERMTRADE,TOT,RT,A,2001,109.773054346725,E
IND,TERMTRADE,TOT,RT,A,2002,101.638263912145,E
IND,TERMTRADE,TOT,RT,A,2003,107.857832878272,E
IND,TERMTRADE,TOT,RT,A,2004,98.6043621832714,E
IND,TERMTRADE,TOT,RT,A,2005,99.8511909555684,E
IND,TERMTRADE,TOT,RT,A,2006,100.122271969003,E
IND,TERMTRADE,TOT,RT,A,2007,100.102119133182,E
IND,TERMTRADE,TOT,RT,A,2008,105.585137927171,E
IND,TERMTRADE,TOT,RT,A,2009,103.833499896109,E
IND,TERMTRADE,TOT,RT,A,2010,106.165818651632,E
IND,TERMTRADE,TOT,RT,A,2011,105.314662703549,NA
IND,TERMTRADE,TOT,RT,A,2012,103.928564347352,NA
IND,TERMTRADE,TOT,RT,A,2013,100.9924308189,NA
IND,TERMTRADE,TOT,RT,A,2014,98.9643076583177,NA
IND,TERMTRADE,TOT,RT,A,2015,100,NA
IND,TERMTRADE,TOT,RT,A,2016,101.586387670485,NA
IND,TERMTRADE,TOT,RT,A,2017,106.660934926239,NA
IND,TERMTRADE,TOT,RT,A,2018,101.524118115658,NA
IND,TERMTRADE,TOT,RT,A,2019,108.68243566078,NA
IDN,TERMTRADE,TOT,RT,A,1993,115.309079636084,NA
IDN,TERMTRADE,TOT,RT,A,1994,117.149202564973,NA
IDN,TERMTRADE,TOT,RT,A,1995,119.766436106771,NA
IDN,TERMTRADE,TOT,RT,A,1996,122.1152137397,NA
IDN,TERMTRADE,TOT,RT,A,1997,131.745307499735,NA
IDN,TERMTRADE,TOT,RT,A,1998,138.90325091846,NA
IDN,TERMTRADE,TOT,RT,A,1999,127.651262550381,NA
IDN,TERMTRADE,TOT,RT,A,2000,125.915036700446,NA
IDN,TERMTRADE,TOT,RT,A,2001,122.93357924272,NA
IDN,TERMTRADE,TOT,RT,A,2002,116.311317911405,NA
IDN,TERMTRADE,TOT,RT,A,2003,118.644295748118,NA
IDN,TERMTRADE,TOT,RT,A,2004,117.534037581959,NA
IDN,TERMTRADE,TOT,RT,A,2005,115.56134028693,NA
IDN,TERMTRADE,TOT,RT,A,2006,122.010030979915,NA
IDN,TERMTRADE,TOT,RT,A,2007,117.327544231386,NA
IDN,TERMTRADE,TOT,RT,A,2008,105.379576684476,NA
IDN,TERMTRADE,TOT,RT,A,2009,107.591952420141,NA
IDN,TERMTRADE,TOT,RT,A,2010,105.650952604081,NA
IDN,TERMTRADE,TOT,RT,A,2011,107.751957806024,NA
IDN,TERMTRADE,TOT,RT,A,2012,102.12601494862,NA
IDN,TERMTRADE,TOT,RT,A,2013,98.2221586256498,NA
IDN,TERMTRADE,TOT,RT,A,2014,99.3739177889011,NA
IDN,TERMTRADE,TOT,RT,A,2015,100,NA
IDN,TERMTRADE,TOT,RT,A,2016,101.469889357741,NA
IDN,TERMTRADE,TOT,RT,A,2017,101.743700141091,NA
IDN,TERMTRADE,TOT,RT,A,2018,96.879725014428,NA
IDN,TERMTRADE,TOT,RT,A,2019,92.3183531928475,NA
IDN,TERMTRADE,TOT,RT,A,2020,94.1671042259541,NA
ISR,TERMTRADE,TOT,RT,A,1970,88.1776476839275,E
ISR,TERMTRADE,TOT,RT,A,1971,89.2367544289347,E
ISR,TERMTRADE,TOT,RT,A,1972,89.1996506699752,E
ISR,TERMTRADE,TOT,RT,A,1973,87.5460101567137,E
ISR,TERMTRADE,TOT,RT,A,1974,84.0709890726766,E
ISR,TERMTRADE,TOT,RT,A,1975,83.1490896205034,E
ISR,TERMTRADE,TOT,RT,A,1976,87.2663239113556,E
ISR,TERMTRADE,TOT,RT,A,1977,90.5091592426089,E
ISR,TERMTRADE,TOT,RT,A,1978,90.3557647796039,E
ISR,TERMTRADE,TOT,RT,A,1979,87.4855054184601,E
ISR,TERMTRADE,TOT,RT,A,1980,82.9030184185321,E
ISR,TERMTRADE,TOT,RT,A,1981,82.7902354063323,E
ISR,TERMTRADE,TOT,RT,A,1982,86.3232550738987,E
ISR,TERMTRADE,TOT,RT,A,1983,90.0636489044396,E
ISR,TERMTRADE,TOT,RT,A,1984,86.606069485039,E
ISR,TERMTRADE,TOT,RT,A,1985,84.0410451207843,E
ISR,TERMTRADE,TOT,RT,A,1986,87.9766383885931,E
ISR,TERMTRADE,TOT,RT,A,1987,86.710541074498,E
ISR,TERMTRADE,TOT,RT,A,1988,91.0057678792449,E
ISR,TERMTRADE,TOT,RT,A,1989,88.245669045418,E
ISR,TERMTRADE,TOT,RT,A,1990,90.0457016040043,E
ISR,TERMTRADE,TOT,RT,A,1991,93.2961672810014,E
ISR,TERMTRADE,TOT,RT,A,1992,93.2432861986471,E
ISR,TERMTRADE,TOT,RT,A,1993,93.3510849484703,E
ISR,TERMTRADE,TOT,RT,A,1994,91.917716842593,E
ISR,TERMTRADE,TOT,RT,A,1995,89.4599142008457,NA
ISR,TERMTRADE,TOT,RT,A,1996,91.7066854396192,NA
ISR,TERMTRADE,TOT,RT,A,1997,94.8451257964711,NA
ISR,TERMTRADE,TOT,RT,A,1998,97.6216942167751,NA
ISR,TERMTRADE,TOT,RT,A,1999,99.7729076163363,NA
ISR,TERMTRADE,TOT,RT,A,2000,97.3148498874085,NA
ISR,TERMTRADE,TOT,RT,A,2001,97.0433692450224,NA
ISR,TERMTRADE,TOT,RT,A,2002,96.7727650579536,NA
ISR,TERMTRADE,TOT,RT,A,2003,94.6210093643533,NA
ISR,TERMTRADE,TOT,RT,A,2004,92.2004932067819,NA
ISR,TERMTRADE,TOT,RT,A,2005,90.7264510611629,NA
ISR,TERMTRADE,TOT,RT,A,2006,89.9388911310064,NA
ISR,TERMTRADE,TOT,RT,A,2007,88.3129807731871,NA
ISR,TERMTRADE,TOT,RT,A,2008,86.2712646285752,NA
ISR,TERMTRADE,TOT,RT,A,2009,92.9354616963698,NA
ISR,TERMTRADE,TOT,RT,A,2010,90.9639481977083,NA
ISR,TERMTRADE,TOT,RT,A,2011,87.9945958140861,NA
ISR,TERMTRADE,TOT,RT,A,2012,90.3852905380956,NA
ISR,TERMTRADE,TOT,RT,A,2013,91.9815035317188,NA
ISR,TERMTRADE,TOT,RT,A,2014,92.808482650953,NA
ISR,TERMTRADE,TOT,RT,A,2015,100,NA
ISR,TERMTRADE,TOT,RT,A,2016,103.349628247532,NA
ISR,TERMTRADE,TOT,RT,A,2017,102.936391021814,NA
ISR,TERMTRADE,TOT,RT,A,2018,100.664989642522,NA
ISR,TERMTRADE,TOT,RT,A,2019,105.166528878896,NA
ISR,TERMTRADE,TOT,RT,A,2020,107.70879729124,NA
RUS,TERMTRADE,TOT,RT,A,1995,67.8835568073754,E
RUS,TERMTRADE,TOT,RT,A,1996,69.9430205639524,E
RUS,TERMTRADE,TOT,RT,A,1997,64.9273325643621,E
RUS,TERMTRADE,TOT,RT,A,1998,60.9700223682494,E
RUS,TERMTRADE,TOT,RT,A,1999,59.094891256345,E
RUS,TERMTRADE,TOT,RT,A,2000,79.3250627818646,E
RUS,TERMTRADE,TOT,RT,A,2001,75.0894629048736,E
RUS,TERMTRADE,TOT,RT,A,2002,73.8071393517531,E
RUS,TERMTRADE,TOT,RT,A,2003,78.714491483163,E
RUS,TERMTRADE,TOT,RT,A,2004,91.283065978055,E
RUS,TERMTRADE,TOT,RT,A,2005,105.395660055091,E
RUS,TERMTRADE,TOT,RT,A,2006,116.869064986321,E
RUS,TERMTRADE,TOT,RT,A,2007,121.011955051049,E
RUS,TERMTRADE,TOT,RT,A,2008,139.867424425942,E
RUS,TERMTRADE,TOT,RT,A,2009,98.1671311313165,E
RUS,TERMTRADE,TOT,RT,A,2010,116.982032696958,E
RUS,TERMTRADE,TOT,RT,A,2011,141.35673086552,NA
RUS,TERMTRADE,TOT,RT,A,2012,144.787847613767,NA
RUS,TERMTRADE,TOT,RT,A,2013,136.380413441448,NA
RUS,TERMTRADE,TOT,RT,A,2014,130.41394966057,NA
RUS,TERMTRADE,TOT,RT,A,2015,100,NA
RUS,TERMTRADE,TOT,RT,A,2016,84.0710367041311,NA
RUS,TERMTRADE,TOT,RT,A,2017,94.2212794489535,NA
RUS,TERMTRADE,TOT,RT,A,2018,108.140450892826,NA
RUS,TERMTRADE,TOT,RT,A,2019,102.305328099488,NA
SVN,TERMTRADE,TOT,RT,A,1990,94.3750015350808,E
SVN,TERMTRADE,TOT,RT,A,1991,89.3338369031177,E
SVN,TERMTRADE,TOT,RT,A,1992,89.8900788391484,E
SVN,TERMTRADE,TOT,RT,A,1993,95.2509120298722,E
SVN,TERMTRADE,TOT,RT,A,1994,97.729280233836,E
SVN,TERMTRADE,TOT,RT,A,1995,100.136293777585,NA
SVN,TERMTRADE,TOT,RT,A,1996,101.738214708234,NA
SVN,TERMTRADE,TOT,RT,A,1997,102.099627697113,NA
SVN,TERMTRADE,TOT,RT,A,1998,103.040017338317,NA
SVN,TERMTRADE,TOT,RT,A,1999,103.273258430848,NA
SVN,TERMTRADE,TOT,RT,A,2000,100.055686138059,NA
SVN,TERMTRADE,TOT,RT,A,2001,101.781130379751,NA
SVN,TERMTRADE,TOT,RT,A,2002,103.715123653261,NA
SVN,TERMTRADE,TOT,RT,A,2003,104.35980922860401,NA
SVN,TERMTRADE,TOT,RT,A,2004,103.158010210627,NA
SVN,TERMTRADE,TOT,RT,A,2005,100.960479392373,NA
SVN,TERMTRADE,TOT,RT,A,2006,100.416258226041,NA
SVN,TERMTRADE,TOT,RT,A,2007,101.330963409459,NA
SVN,TERMTRADE,TOT,RT,A,2008,100.046140255934,NA
SVN,TERMTRADE,TOT,RT,A,2009,103.507068664335,NA
SVN,TERMTRADE,TOT,RT,A,2010,99.3669674997229,NA
SVN,TERMTRADE,TOT,RT,A,2011,98.0062877738883,NA
SVN,TERMTRADE,TOT,RT,A,2012,96.9672641817461,NA
SVN,TERMTRADE,TOT,RT,A,2013,97.7529050424686,NA
SVN,TERMTRADE,TOT,RT,A,2014,98.7495669633628,NA
SVN,TERMTRADE,TOT,RT,A,2015,100,NA
SVN,TERMTRADE,TOT,RT,A,2016,100.829286358309,NA
SVN,TERMTRADE,TOT,RT,A,2017,100.235993952606,NA
SVN,TERMTRADE,TOT,RT,A,2018,100.170304953215,NA
SVN,TERMTRADE,TOT,RT,A,2019,100.704330310113,NA
SVN,TERMTRADE,TOT,RT,A,2020,101.438221486528,NA
ZAF,TERMTRADE,TOT,RT,A,1970,60.809050460229,NA
ZAF,TERMTRADE,TOT,RT,A,1971,63.3287670829495,NA
ZAF,TERMTRADE,TOT,RT,A,1972,71.1809250919292,NA
ZAF,TERMTRADE,TOT,RT,A,1973,83.7456760490048,NA
ZAF,TERMTRADE,TOT,RT,A,1974,92.1946961277347,NA
ZAF,TERMTRADE,TOT,RT,A,1975,84.5011530617443,NA
ZAF,TERMTRADE,TOT,RT,A,1976,76.0583438196798,NA
ZAF,TERMTRADE,TOT,RT,A,1977,78.5512107584326,NA
ZAF,TERMTRADE,TOT,RT,A,1978,80.1254165254494,NA
ZAF,TERMTRADE,TOT,RT,A,1979,84.3857347582387,NA
ZAF,TERMTRADE,TOT,RT,A,1980,95.1286874539878,NA
ZAF,TERMTRADE,TOT,RT,A,1981,82.5171621464023,NA
ZAF,TERMTRADE,TOT,RT,A,1982,73.8448351829221,NA
ZAF,TERMTRADE,TOT,RT,A,1983,75.0939534557,NA
ZAF,TERMTRADE,TOT,RT,A,1984,80.1390075140698,NA
ZAF,TERMTRADE,TOT,RT,A,1985,80.9030375180252,NA
ZAF,TERMTRADE,TOT,RT,A,1986,82.6757892878865,NA
ZAF,TERMTRADE,TOT,RT,A,1987,86.5918717998895,NA
ZAF,TERMTRADE,TOT,RT,A,1988,84.4425598136494,NA
ZAF,TERMTRADE,TOT,RT,A,1989,80.4041923590012,NA
ZAF,TERMTRADE,TOT,RT,A,1990,78.6978954804071,NA
ZAF,TERMTRADE,TOT,RT,A,1991,78.6574655412925,NA
ZAF,TERMTRADE,TOT,RT,A,1992,77.8588981509708,NA
ZAF,TERMTRADE,TOT,RT,A,1993,77.2095898946334,NA
ZAF,TERMTRADE,TOT,RT,A,1994,77.150354545564,NA
ZAF,TERMTRADE,TOT,RT,A,1995,75.2208898614167,NA
ZAF,TERMTRADE,TOT,RT,A,1996,78.8950677352325,NA
ZAF,TERMTRADE,TOT,RT,A,1997,77.7256096598408,NA
ZAF,TERMTRADE,TOT,RT,A,1998,76.5924245610161,NA
ZAF,TERMTRADE,TOT,RT,A,1999,73.7819103044271,NA
ZAF,TERMTRADE,TOT,RT,A,2000,72.0477831459785,NA
ZAF,TERMTRADE,TOT,RT,A,2001,72.8509060584371,NA
ZAF,TERMTRADE,TOT,RT,A,2002,74.7024382025964,NA
ZAF,TERMTRADE,TOT,RT,A,2003,77.8775866604051,NA
ZAF,TERMTRADE,TOT,RT,A,2004,79.3227415400792,NA
ZAF,TERMTRADE,TOT,RT,A,2005,80.6887182525472,NA
ZAF,TERMTRADE,TOT,RT,A,2006,84.6542813279578,NA
ZAF,TERMTRADE,TOT,RT,A,2007,87.1990791855502,NA
ZAF,TERMTRADE,TOT,RT,A,2008,88.0562328471397,NA
ZAF,TERMTRADE,TOT,RT,A,2009,92.7030904881428,NA
ZAF,TERMTRADE,TOT,RT,A,2010,98.2263943521484,NA
ZAF,TERMTRADE,TOT,RT,A,2011,104.378556643794,NA
ZAF,TERMTRADE,TOT,RT,A,2012,100.166135121277,NA
ZAF,TERMTRADE,TOT,RT,A,2013,98.7669098594357,NA
ZAF,TERMTRADE,TOT,RT,A,2014,97.2308341639817,NA
ZAF,TERMTRADE,TOT,RT,A,2015,100,NA
ZAF,TERMTRADE,TOT,RT,A,2016,101.710031281013,NA
ZAF,TERMTRADE,TOT,RT,A,2017,106.27557458644,NA
ZAF,TERMTRADE,TOT,RT,A,2018,103.521705541314,NA
ZAF,TERMTRADE,TOT,RT,A,2019,106.247495541498,NA
ZAF,TERMTRADE,TOT,RT,A,2020,115.852406574283,NA
EA,TERMTRADE,TOT,RT,A,1995,100.516067448447,NA
EA,TERMTRADE,TOT,RT,A,1996,100.608382616522,NA
